"Rank","PlayerID","PageRank","ScaledScore","Iterations"
1,5044121,0.0355748863836362,355.748863836362,20
2,5044891,0.0355681005245347,355.681005245347,20
3,5027923,0.024101001471832,241.01001471832,20
4,5022329,0.0228556338063419,228.556338063419,20
5,5055620,0.0199470593193991,199.470593193991,20
6,5048888,0.0188876744877195,188.876744877195,20
7,5050244,0.0144052833492094,144.052833492094,20
8,5043484,0.013428609110792,134.28609110792,20
9,5043776,0.0134119026864215,134.119026864215,20
10,5049711,0.0133967696445233,133.967696445233,20
11,5054477,0.0133838955351807,133.838955351807,20
12,5004244,0.0127309708843861,127.309708843861,20
13,5010333,0.0125443730821427,125.443730821427,20
14,5047490,0.0122691525896037,122.691525896037,20
15,5037682,0.0119797897131114,119.797897131114,20
16,5041196,0.0118467129136323,118.467129136323,20
17,5044609,0.0117781962338125,117.781962338125,20
18,5034124,0.01083472162779,108.3472162779,20
19,5040845,0.0106937471409419,106.937471409419,20
20,5054260,0.0106597675975472,106.597675975472,20
21,5046326,0.0105747631721902,105.747631721902,20
22,5024343,0.0105437487841763,105.437487841763,20
23,5040936,0.0103925682166189,103.925682166189,20
24,5045257,0.0102437306570521,102.437306570521,20
25,5048592,0.00981520011185331,98.1520011185331,20
26,5045088,0.00974042544521385,97.4042544521385,20
27,5005274,0.00954860665359827,95.4860665359827,20
28,5045386,0.00905468455037471,90.5468455037471,20
29,5045861,0.00856421169689077,85.6421169689077,20
30,5008822,0.00843568784654486,84.3568784654486,20
31,5007051,0.0083204173332756,83.204173332756,20
32,5040984,0.00825559981657601,82.5559981657601,20
33,5043478,0.00813041354687194,81.3041354687194,20
34,5052970,0.00812007802967253,81.2007802967253,20
35,5020964,0.00799543701235472,79.9543701235472,20
36,5046076,0.00794073590081023,79.4073590081023,20
37,5048020,0.00779821871292608,77.9821871292608,20
38,5020512,0.00758277684357661,75.8277684357661,20
39,5048218,0.00715325651688999,71.5325651688999,20
40,5051746,0.00708663594383434,70.8663594383434,20
41,5015343,0.00689834025753236,68.9834025753236,20
42,5043925,0.0066737035277416,66.737035277416,20
43,5043725,0.00662718723714392,66.2718723714392,20
44,5014097,0.00657194614626441,65.7194614626441,20
45,5053880,0.0064652658239176,64.652658239176,20
46,5017381,0.0063791445565331,63.791445565331,20
47,5045381,0.00618485052003348,61.8485052003348,20
48,5047961,0.00611951351605493,61.1951351605493,20
49,5044094,0.00604687174888425,60.4687174888425,20
50,5052196,0.00553830315046048,55.3830315046048,20
51,5049220,0.00550236433134521,55.0236433134521,20
52,5032750,0.005365192922641,53.65192922641,20
53,5051450,0.00529524786303337,52.9524786303337,20
54,5012369,0.00523538248832972,52.3538248832972,20
55,5039942,0.00520140472783749,52.0140472783749,20
56,5044122,0.00499202607126998,49.9202607126998,20
57,5041523,0.00496158711047871,49.6158711047871,20
58,5005479,0.00483382392643054,48.3382392643054,20
59,5040040,0.00482746786300645,48.2746786300645,20
60,5050764,0.00481552067471717,48.1552067471717,20
61,5022042,0.00471795321629565,47.1795321629565,20
62,5006038,0.00454496929618368,45.4496929618368,20
63,5046080,0.00447952039287307,44.7952039287307,20
64,5032471,0.00445436062940055,44.5436062940055,20
65,5005433,0.00441270888158931,44.1270888158931,20
66,5041348,0.00440376070743468,44.0376070743468,20
67,5055753,0.00427436773216719,42.7436773216719,20
68,5046213,0.00421790194380082,42.1790194380082,20
69,5040761,0.00420126915412845,42.0126915412845,20
70,5020920,0.00404778887312515,40.4778887312515,20
71,5047853,0.0039991631883817,39.991631883817,20
72,5034154,0.0039778880285744,39.778880285744,20
73,5044172,0.00397352487692233,39.7352487692233,20
74,5042362,0.00394210875410654,39.4210875410654,20
75,5044872,0.00386067618506178,38.6067618506178,20
76,5048046,0.0037756543335759,37.756543335759,20
77,5004469,0.00374688063050328,37.4688063050328,20
78,5037796,0.00367046580180582,36.7046580180582,20
79,5053374,0.00357715039853662,35.7715039853662,20
80,5046360,0.00341612265382376,34.1612265382376,20
81,5028258,0.00339015291911617,33.9015291911617,20
82,5039969,0.00336648758539102,33.6648758539102,20
83,5021289,0.00327060794302541,32.7060794302541,20
84,5043463,0.00319286046403764,31.9286046403764,20
85,5054478,0.00317760758232744,31.7760758232744,20
86,5033480,0.00314002216907305,31.4002216907305,20
87,5025652,0.00312821270169139,31.2821270169139,20
88,5019696,0.00312750613711657,31.2750613711657,20
89,5027558,0.00311496995876406,31.1496995876406,20
90,5005054,0.00308020441221739,30.8020441221739,20
91,5026528,0.00304679128098692,30.4679128098692,20
92,5022481,0.00295880876845443,29.5880876845443,20
93,5043053,0.00295869491444025,29.5869491444025,20
