"Rank","PlayerID","PageRank","ScaledScore","Iterations"
1,"5040752, 5047406",0.0299985311246063,299.985311246063,868
2,"5016116, 5033202",0.0276945904800712,276.945904800712,868
3,"5041016, 5051595",0.0272169544235253,272.169544235253,868
4,"5038134, 5045359",0.0235543461056492,235.543461056492,868
5,"5041519, 5055476",0.0229002826272579,229.002826272579,868
6,"5029761, 5034442",0.0209446577694989,209.446577694989,868
7,"5019250, 5051595",0.0208178237138204,208.178237138204,868
8,"5004093, 5013584",0.0197264226426779,197.264226426779,868
9,"5005599, 5043456",0.0189037996376851,189.037996376851,868
10,"5019063, 5037433",0.0178585754623013,178.585754623013,868
11,"5026742, 5055367",0.0167983043878688,167.983043878688,868
12,"5002037, 5010627",0.01605184356121,160.5184356121,868
13,"5038179, 5045870",0.0151360904262475,151.360904262475,868
14,"5020998, 5022387",0.0143526966647347,143.526966647347,868
15,"5042983, 5045349",0.013482981202872,134.82981202872,868
16,"5042081, 5042097",0.0129632737390826,129.632737390826,868
17,"5011746, 5023879",0.0127315318958618,127.315318958618,868
18,"5044108, 5044112",0.0123202153301316,123.202153301316,868
19,"5036150, 5045116",0.011876703632356,118.76703632356,868
20,"5043635, 5054279",0.0118660558265073,118.660558265073,868
21,"5007523, 5030311",0.0117168219246897,117.168219246897,868
22,"5027001, 5033489",0.010467287469288,104.67287469288,868
23,"5042447, 5054040",0.00989384719487213,98.9384719487213,868
24,"5020708, 5034696",0.00969428356601853,96.9428356601853,868
25,"5010627, 5031400",0.00938443450019643,93.8443450019643,868
26,"5010217, 5045983",0.00883355575827347,88.3355575827347,868
27,"5033321, 5038311",0.00882342746543154,88.2342746543154,868
28,"5014493, 5050083",0.0087807416902804,87.807416902804,868
29,"5033202, 5048475",0.00869192880199152,86.9192880199152,868
30,"5004093, 5043767",0.00834085514271392,83.4085514271392,868
31,"5048629, 5049765",0.00818560430312183,81.8560430312182,868
32,"5006605, 5016116",0.00802797252307837,80.2797252307837,868
33,"5041352, 5043417",0.00791254569643777,79.1254569643776,868
34,"5007932, 5039095",0.00780630828233166,78.0630828233166,868
35,"5003128, 5004619",0.00712073928374037,71.2073928374037,868
36,"5010217, 5016952",0.00692325066331401,69.2325066331401,868
37,"5005500, 5017900",0.00686597651432621,68.6597651432621,868
38,"5041668, 5055093",0.00639485405535944,63.9485405535944,868
39,"5005599, 5043767",0.00632616260077513,63.2616260077513,868
40,"5044993, 5046308",0.00632123315903017,63.2123315903017,868
41,"5001745, 5034687",0.00618382104564426,61.8382104564426,868
42,"5029319, 5045496",0.0061255716910396,61.255716910396,868
43,"5007921, 5040035",0.00588048078745058,58.8048078745058,868
44,"5019250, 5055602",0.00515773139539328,51.5773139539328,868
45,"5005176, 5045349",0.00514026483264451,51.4026483264451,868
46,"5039298, 5055602",0.00513875301660981,51.3875301660981,868
47,"5021791, 5055017",0.00508091160442944,50.8091160442944,868
48,"5044097, 5055372",0.00481044532448489,48.1044532448489,868
49,"5016793, 5047406",0.00454133713070008,45.4133713070008,868
50,"5044294, 5044297",0.00444379316947426,44.4379316947426,868
51,"5026638, 5028545",0.00431249431695659,43.1249431695659,868
52,"5029744, 5030449",0.00430566363018444,43.0566363018444,868
53,"5044070, 5054040",0.00427358832988125,42.7358832988125,868
54,"5030780, 5036163",0.00423919258358004,42.3919258358004,868
55,"5009208, 5036204",0.00418730628401363,41.8730628401363,868
