"Rank","PlayerID","PageRank","ScaledScore","Iterations"
1,5044121,0.0335655487864939,335.655487864939,19
2,5044891,0.0323970059815761,323.970059815761,19
3,5027923,0.0230775292213558,230.775292213558,19
4,5022329,0.0208592314766629,208.592314766629,19
5,5055620,0.0185197306686365,185.197306686365,19
6,5048888,0.0177025949529693,177.025949529693,19
7,5050244,0.0134569945003113,134.569945003113,19
8,5043776,0.0132200263957969,132.200263957969,19
9,5054477,0.013090618444139,130.90618444139,19
10,5047490,0.0130486879224276,130.486879224276,19
11,5049711,0.0129724881414414,129.724881414414,19
12,5004244,0.0128454091758321,128.454091758321,19
13,5043484,0.0126893463502355,126.893463502355,19
14,5044609,0.0118686115545116,118.686115545116,19
15,5010333,0.0117879787087747,117.879787087747,19
16,5037682,0.011495719260439,114.95719260439,19
17,5041196,0.0114895600490664,114.895600490664,19
18,5054260,0.0114822915562585,114.822915562585,19
19,5046326,0.0107643110359429,107.643110359429,19
20,5040845,0.0106685337297032,106.685337297032,19
21,5034124,0.0103897538983183,103.897538983183,19
22,5040936,0.0102543497587369,102.543497587369,19
23,5024343,0.0102045934582046,102.045934582046,19
24,5005274,0.00960294090031389,96.0294090031389,19
25,5045088,0.00953316440949642,95.3316440949642,19
26,5045257,0.00893660589549305,89.3660589549305,19
27,5045386,0.00868111571538809,86.8111571538809,19
28,5007051,0.00860952342220045,86.0952342220045,19
29,5048592,0.00841310994586279,84.1310994586279,19
30,5045861,0.00831583527195281,83.1583527195281,19
31,5046076,0.00829564805451393,82.9564805451393,19
32,5008822,0.00818023302563676,81.8023302563676,19
33,5020964,0.00803617491019118,80.3617491019118,19
34,5052970,0.00801208420560072,80.1208420560072,19
35,5040984,0.0079380034578266,79.380034578266,19
36,5048020,0.00786113329419713,78.6113329419713,19
37,5043478,0.00780238990006758,78.0238990006758,19
38,5020512,0.00753467427291256,75.3467427291256,19
39,5015343,0.00751631469547419,75.1631469547419,19
40,5048218,0.00745297875935809,74.5297875935809,19
41,5043925,0.00723208271344214,72.3208271344214,19
42,5051746,0.00720532141650756,72.0532141650756,19
43,5014097,0.0067478338299981,67.478338299981,19
