"Rank","PlayerID","PageRank","ScaledScore","Iterations"
1,"5044788, 5055369",0.0470005403790343,470.005403790343,41
2,"5045115, 5045116",0.0454836232132002,454.836232132002,41
3,"5004093, 5044848",0.0412115188146665,412.115188146665,41
4,"5006605, 5031499",0.0313672562457781,313.672562457781,41
5,"5040752, 5043020",0.0293744494172473,293.744494172473,41
6,"5046051, 5050280",0.02930847942298,293.0847942298,41
7,"5043417, 5051928",0.0289317751523281,289.317751523281,41
8,"5015808, 5047031",0.0260509491889417,260.509491889417,41
9,"5043417, 5051706",0.0212882841761712,212.882841761712,41
10,"5006258, 5026420",0.0201367323707271,201.367323707271,41
11,"5041519, 5043635",0.0187499264867572,187.499264867572,41
12,"5016626, 5054040",0.0158117896243983,158.117896243983,41
13,"5017336, 5020571",0.0147562578103032,147.562578103032,41
14,"5041012, 5051593",0.0131794251333672,131.794251333672,41
15,"5015732, 5055369",0.0131240715202282,131.240715202282,41
16,"5015808, 5055740",0.0128956353281758,128.956353281758,41
17,"5044101, 5044112",0.0126137933884651,126.137933884651,41
18,"5028776, 5031446",0.011727898488054,117.27898488054,41
19,"5026089, 5039519",0.0115986453153312,115.986453153312,41
20,"5016626, 5045359",0.0114495337513885,114.495337513885,41
21,"5009052, 5038781",0.0109980271103927,109.980271103927,41
22,"5009463, 5023439",0.0104219463527045,104.219463527045,41
23,"5009052, 5012279",0.0101808749372495,101.808749372495,41
24,"5034340, 5049774",0.0101611506362977,101.611506362977,41
25,"5047936, 5055359",0.00896592107739711,89.6592107739711,41
26,"5017463, 5051593",0.00893263271378848,89.3263271378848,41
27,"5009052, 5040919",0.00820094674831906,82.0094674831906,41
28,"5002888, 5055093",0.00767870644426678,76.7870644426678,41
29,"5017900, 5046836",0.00741050917624325,74.1050917624325,41
30,"5012279, 5050327",0.00737085715891956,73.7085715891956,41
31,"5005599, 5051928",0.00728997811091406,72.8997811091406,41
32,"5017347, 5036000",0.00726304207257792,72.6304207257792,41
33,"5000445, 5041477",0.00718359598111813,71.8359598111813,41
34,"5040186, 5040751",0.00688016769748195,68.8016769748195,41
35,"5040348, 5040752",0.00679301217462274,67.9301217462274,41
36,"5013488, 5043417",0.00670853726544442,67.0853726544442,41
37,"5045109, 5050019",0.00656494013541297,65.6494013541297,41
38,"5023879, 5050327",0.00651096615845645,65.1096615845645,41
39,"5044101, 5044788",0.00637795393266337,63.7795393266337,41
40,"5014712, 5049073",0.00622890241205334,62.2890241205334,41
41,"5004208, 5048832",0.00617364764968491,61.7364764968491,41
42,"5005599, 5013488",0.00615981127285856,61.5981127285856,41
43,"5044097, 5044112",0.0060778273265407,60.778273265407,41
44,"5042090, 5044774",0.00598155451078082,59.8155451078082,41
45,"5008768, 5044888",0.00596408470958109,59.6408470958109,41
46,"5013951, 5028467",0.0058271687510781,58.271687510781,41
47,"5041927, 5050909",0.00576999591443564,57.6999591443564,41
48,"5044112, 5051694",0.0056839054980608,56.839054980608,41
49,"5013641, 5014160",0.00548260625554429,54.8260625554429,41
50,"5044097, 5044101",0.00538735289084503,53.8735289084503,41
51,"5004998, 5048629",0.00533825499077067,53.3825499077067,41
52,"5047055, 5050074",0.00532269783943522,53.2269783943522,41
53,"5016793, 5030780",0.00514318417226355,51.4318417226355,41
54,"5045349, 5052896",0.00511788233835532,51.1788233835532,41
55,"5045689, 5046053",0.00474685900448541,47.4685900448541,41
56,"5004093, 5044097",0.00444946385460086,44.4946385460086,41
57,"5027023, 5042090",0.00430739561013484,43.0739561013484,41
58,"5039034, 5039184",0.00429702952402474,42.9702952402474,41
59,"5005599, 5046836",0.00422109193538722,42.2109193538722,41
60,"5001745, 5015790",0.00420840510787457,42.0840510787457,41
61,"5011743, 5017463",0.00414938659015985,41.4938659015985,41
62,"5026408, 5045359",0.0039682435323148,39.682435323148,41
63,"5041141, 5042086",0.00396577051330498,39.6577051330498,41
64,"5042042, 5055017",0.00388153393983496,38.8153393983496,41
65,"5004135, 5004141",0.00374313952297753,37.4313952297753,41
66,"5028638, 5029761",0.00366617353673885,36.6617353673885,41
67,"5012905, 5017900",0.00363220387883931,36.3220387883931,41
68,"5011713, 5012318",0.00360114718209919,36.0114718209919,41
69,"5027023, 5040741",0.00338817638311195,33.8817638311195,41
70,"5015630, 5025423",0.0033478371045072,33.478371045072,41
71,"5020426, 5033101",0.00334666686833974,33.4666686833974,41
72,"5042177, 5043020",0.00322836040642307,32.2836040642307,41
73,"5017956, 5019375",0.00312258330014016,31.2258330014016,41
74,"5004093, 5050019",0.00301291438647687,30.1291438647687,41
75,"5043819, 5043820",0.0028960148124098,28.960148124098,41
76,"5010627, 5016793",0.00286695374622812,28.6695374622812,41
77,"5040919, 5048486",0.00276171930582835,27.6171930582835,41
78,"5033202, 5046836",0.00274433538056019,27.4433538056019,41
79,"5014553, 5015974",0.00260478998605378,26.0478998605378,41
80,"5033202, 5033730",0.00251993712062072,25.1993712062072,41
81,"5014160, 5019690",0.0025178115163895,25.178115163895,41
82,"5037795, 5040919",0.00250651867172999,25.0651867172999,41
83,"5051595, 5055602",0.00250251714826311,25.0251714826311,41
84,"5034696, 5040032",0.00245522845098905,24.5522845098905,41
85,"5008742, 5042495",0.0023987772722083,23.987772722083,41
86,"5039519, 5040919",0.00238351078449198,23.8351078449198,41
87,"5027239, 5028852",0.00236602020831496,23.6602020831496,41
88,"5040919, 5050327",0.00230980107007252,23.0980107007252,41
89,"5015724, 5047892",0.0022995695523765,22.995695523765,41
90,"5044294, 5044303",0.00226903056614122,22.6903056614122,41
91,"5008547, 5046836",0.00212969128989462,21.2969128989462,41
92,"5054040, 5054041",0.0021047380031064,21.0473800310641,41
93,"5004619, 5020998",0.00208713125387631,20.8713125387631,41
94,"5038781, 5050327",0.00206228392179252,20.6228392179252,41
95,"5029744, 5040824",0.00205471270988974,20.5471270988974,41
96,"5000741, 5013961",0.00201225542756894,20.1225542756894,41
97,"5017900, 5033730",0.00197101727997355,19.7101727997355,41
98,"5019492, 5047440",0.0019701285271214,19.701285271214,41
99,"5018494, 5039326",0.00194594024356454,19.4594024356454,41
100,"5042042, 5046529",0.00192057146535108,19.2057146535108,41
101,"5041481, 5042526",0.00191847521755945,19.1847521755945,41
102,"5030659, 5038781",0.00189195270140997,18.9195270140997,41
103,"5043910, 5051593",0.00187799419659031,18.7799419659031,41
104,"5045349, 5055017",0.00185743879446167,18.5743879446167,41
105,"5044144, 5045078",0.00185053306872135,18.5053306872135,41
106,"5007523, 5039519",0.00184552292279751,18.4552292279751,41
107,"5008742, 5029915",0.00177822366097418,17.7822366097418,41
108,"5044100, 5052511",0.00174653431676937,17.4653431676937,41
109,"5015974, 5033117",0.00169669540663211,16.9669540663211,41
110,"5006789, 5033730",0.00168177159859074,16.8177159859074,41
111,"5026742, 5053152",0.00167308713833967,16.7308713833967,41
112,"5043635, 5051324",0.00165148273745648,16.5148273745648,41
113,"5025894, 5035933",0.00162423584596456,16.2423584596456,41
114,"5019492, 5037795",0.00162375143924657,16.2375143924657,41
115,"5015790, 5026089",0.00157970528958925,15.7970528958925,41
116,"5005308, 5014989",0.00152236167901715,15.2236167901715,41
117,"5018494, 5055359",0.00151986801382352,15.1986801382352,41
118,"5019690, 5035424",0.00151424353754388,15.1424353754388,41
119,"5055012, 5055017",0.00147382297269437,14.7382297269437,41
120,"5007406, 5053841",0.00146684500190556,14.6684500190556,41
