"PlayerID","Strength","Rank"
"5042447, 5042834",1.43334359618949,1
"5038134, 5045377",1.3795963530665,2
"5010654, 5050249",1.36763057117225,3
"5011746, 5042447",1.35929235247578,4
"5018652, 5048815",1.35431296283486,5
"5041849, 5042447",1.35404376375308,6
"5047971, 5049696",1.33378558858683,7
"5019301, 5049696",1.33124169037239,8
"5043363, 5044789",1.32636252226949,9
"5046039, 5047971",1.2933988610018,10
"5009697, 5039907",1.29065979054294,11
"5043363, 5047406",1.2828306559772,12
"5019543, 5022144",1.27286304331957,13
"5023863, 5042806",1.26968095405603,14
"5045379, 5046232",1.26456971470684,15
"5043953, 5044615",1.24636659719436,16
"5021791, 5049828",1.23753839261432,17
"5040479, 5042834",1.23661243117696,18
"5011746, 5042834",1.23587163056057,19
"5043743, 5044749",1.23292094662665,20
"5042475, 5043953",1.22535049649908,21
"5023863, 5050182",1.20286880170865,22
"5004331, 5027439",1.19969297425178,23
"5021064, 5030311",1.19770441964865,24
"5007276, 5019495",1.18411587875113,25
"5050239, 5050276",1.17657502745725,26
"5018607, 5039298",1.1745206067604,27
"5048125, 5049639",1.1695075718326,28
"5037433, 5041264",1.16902485744802,29
"5045377, 5050081",1.16804783892575,30
"5042525, 5052020",1.16498734295959,31
"5025193, 5026866",1.16017056557938,32
"5014599, 5036163",1.15795285112456,33
"5046522, 5050083",1.15634629212708,34
"5011746, 5040479",1.15245017576061,35
"5009175, 5011089",1.15114731214263,36
"5005176, 5022359",1.14941954703847,37
"5005500, 5047406",1.14724729259791,38
"5004331, 5047406",1.14435664684539,39
"5007276, 5037432",1.14043189272508,40
"5030311, 5034687",1.1387489586009,41
"5029458, 5053399",1.13481207547746,42
"5004568, 5027748",1.13438742149385,43
"5042447, 5046802",1.12969990478369,44
"5009617, 5026468",1.12427920490368,45
"5015290, 5046802",1.12161702392471,46
"5046039, 5049696",1.12104070663523,47
"5004331, 5051725",1.11965582304339,48
"5014629, 5052020",1.11748631324973,49
"5019301, 5045870",1.1153927073188,50
"5043721, 5044070",1.11033894956897,51
"5002097, 5039226",1.11013883321697,52
"5009724, 5054789",1.10586480307848,53
"5049927, 5053399",1.10170406021344,54
"5035330, 5042475",1.09930044780318,55
"5005500, 5015477",1.09738659158595,56
"5036140, 5055372",1.09693888584087,57
"5019301, 5046039",1.09433281789694,58
"5041849, 5044070",1.09109278605201,59
"5040748, 5041264",1.08967918475988,60
"5043657, 5043749",1.07798429866246,61
"5017294, 5029101",1.07689245460979,62
"5044108, 5051725",1.07478224541566,63
"5015477, 5016116",1.07041461790687,64
"5043456, 5051725",1.06916982306628,65
"5007612, 5045957",1.0679447876117,66
"5040459, 5043014",1.06519072282327,67
"5022359, 5046522",1.05850914075916,68
"5020783, 5020794",1.05655341132035,69
"5029177, 5030311",1.05430636831042,70
"5044615, 5048815",1.0541507177818,71
"5029177, 5034687",1.04475693579695,72
"5043767, 5044103",1.04432317422026,73
"5040459, 5041118",1.03605748915507,74
"5002037, 5015477",1.03457732501244,75
"5030330, 5034336",1.02878589954319,76
"5042270, 5046238",1.02862811903972,77
"5036140, 5036150",1.02366431884961,78
"5014617, 5028463",1.02005379678211,79
"5042291, 5053110",1.01538910412785,80
"5042983, 5046518",1.01232584614342,81
"5027439, 5041354",1.0114248289414,82
"5006329, 5023244",1.01029951982897,83
"5003128, 5022387",1.00552057342589,84
"5045453, 5054422",1.00295726136939,85
"5053302, 5055372",1.00236590604543,86
"5040937, 5041939",0.999880076103049,87
"5054749, 5054789",0.996071703872974,88
"5043014, 5050642",0.995829072799139,89
"5013584, 5040913",0.991470051342653,90
"5006010, 5009487",0.989515999976028,91
"5044897, 5053159",0.989361637606989,92
"5016581, 5023176",0.989114695498178,93
"5040937, 5042834",0.988753618708844,94
"5042291, 5042292",0.98824341675818,95
"5044789, 5048475",0.986582435420852,96
"5037714, 5050083",0.985568226412005,97
"5008925, 5018982",0.982856030981667,98
"5016156, 5026798",0.982267525333593,99
"5029160, 5047971",0.981895715384032,100
"5014629, 5046333",0.980433439286476,101
"5030331, 5034930",0.980046402152892,102
"5049645, 5049696",0.978825546695466,103
"5035330, 5049271",0.975583057020201,104
"5036163, 5037031",0.974963402450475,105
"5042475, 5042482",0.959265640330039,106
"5042983, 5049828",0.955580393507497,107
"5034930, 5036163",0.949159392458856,108
"5022387, 5049765",0.947704266526829,109
"5029748, 5048220",0.947528008498539,110
"5045888, 5047971",0.947129515800603,111
"5002370, 5015246",0.94635139753567,112
"5002342, 5027748",0.946311796489429,113
"5041265, 5042079",0.940218157201341,114
"5012314, 5013444",0.938912784008775,115
"5040479, 5046802",0.934616412063929,116
"5003128, 5054175",0.929663901314961,117
"5038134, 5045379",0.921209206362704,118
"5042525, 5043953",0.920371308628579,119
"5004568, 5041668",0.917400686462812,120
"5028144, 5049271",0.916738056515904,121
"5024949, 5048815",0.913889820619166,122
"5016156, 5038616",0.901155527093387,123
"5034336, 5035330",0.900391423206873,124
"5040777, 5042983",0.898269199821186,125
"5001994, 5049765",0.895983100574719,126
"5029818, 5041370",0.894101129706008,127
"5044615, 5054789",0.894084441780281,128
"5044895, 5044897",0.891232609230142,129
"5023586, 5050941",0.88831867100398,130
"5005191, 5036387",0.886653852595612,131
"5044315, 5050642",0.885966883925458,132
"5053302, 5055373",0.884040108442912,133
"5043721, 5050907",0.879187023385867,134
"5005176, 5046238",0.8790524395731,135
"5044733, 5052513",0.875747723444159,136
"5022157, 5029748",0.873000420954047,137
"5030330, 5049271",0.869441655498559,138
"5043952, 5054749",0.868256335079182,139
"5044653, 5054279",0.865258071501479,140
"5045377, 5045379",0.855981223901172,141
