"PlayerID","Strength","Rank"
"5021791, 5055017",1.56615613167538,1
"5021791, 5046844",1.55805350522617,2
"5038134, 5045359",1.52519687667265,3
"5021791, 5053579",1.51858934443882,4
"5016116, 5033202",1.48426316354504,5
"5004093, 5043767",1.48228038648103,6
"5040752, 5047406",1.46760832853961,7
"5045359, 5046210",1.46275522393203,8
"5005599, 5043767",1.39451172412249,9
"5006605, 5016116",1.39210927870116,10
"5036150, 5045116",1.35866601143939,11
"5010627, 5031400",1.34939292594878,12
"5005599, 5043456",1.3493221555037,13
"5002037, 5010627",1.33094612047622,14
"5042447, 5054040",1.32710042720006,15
"5041016, 5051595",1.31616785223305,16
"5019250, 5051595",1.30359700153061,17
"5005599, 5041352",1.29458586277785,18
"5033321, 5038311",1.29251518533438,19
"5040752, 5043456",1.28290303150099,20
"5004093, 5013584",1.28064512480946,21
"5046301, 5050027",1.27771644717209,22
"5041519, 5055476",1.26064606814765,23
"5044108, 5044112",1.25994806366766,24
"5029761, 5034442",1.25563499703294,25
"5041352, 5043417",1.2525679208797,26
"5019063, 5037433",1.25115156119212,27
"5043020, 5049683",1.25089006095821,28
"5039298, 5055602",1.24828935013718,29
"5011746, 5023879",1.24151902505562,30
"5007523, 5030311",1.23330685245846,31
"5016793, 5047406",1.22878532041041,32
"5045116, 5050027",1.22530448303246,33
"5005500, 5017900",1.22428008212622,34
"5038179, 5045870",1.21814789351789,35
"5020998, 5022387",1.2105777336243,36
"5023022, 5034442",1.20684861658781,37
"5015808, 5038134",1.20340940893027,38
"5033202, 5048475",1.19672030182762,39
"5042834, 5048486",1.19200918583132,40
"5044070, 5054040",1.19197482628862,41
"5043767, 5044097",1.19067193013512,42
"5045349, 5049828",1.18857791832465,43
"5044112, 5049683",1.17944995382721,44
"5048629, 5049765",1.16635531542906,45
"5047106, 5049828",1.16505926535349,46
"5007276, 5046836",1.15354790191896,47
"5011405, 5045870",1.14893683186881,48
"5046836, 5049683",1.14743661174364,49
"5041668, 5055093",1.14726527997085,50
"5001972, 5041519",1.1454558344446,51
"5044097, 5055372",1.14449847812608,52
"5054749, 5055602",1.13623332203349,53
"5001745, 5034687",1.13565598784723,54
"5043635, 5054279",1.13188066876007,55
"5010217, 5045983",1.13119927329398,56
"5007523, 5040479",1.12794775013912,57
"5042983, 5045349",1.12040751060194,58
"5054040, 5055735",1.11788293646409,59
"5038179, 5050239",1.11605673029602,60
"5014493, 5050083",1.11207284734259,61
"5014001, 5055359",1.10807163542795,62
"5005176, 5045349",1.10330301084121,63
"5042983, 5050334",1.10258851563612,64
"5010217, 5055602",1.10222633515234,65
"5012279, 5042447",1.08659590569661,66
"5050239, 5055411",1.08209440553957,67
"5008547, 5049683",1.0807034999824,68
"5017900, 5041352",1.07272776768628,69
"5006258, 5017294",1.07216816019537,70
"5019250, 5055602",1.07212749888129,71
"5023879, 5030311",1.06099764392664,72
"5014001, 5055411",1.05922896003415,73
"5020708, 5034696",1.05912891809207,74
"5050441, 5050470",1.05820656177104,75
"5009208, 5036204",1.04506867444188,76
"5010217, 5016952",1.04403697432202,77
"5043456, 5044097",1.03415956697933,78
"5050083, 5055017",1.03366081893197,79
"5005288, 5017252",1.03218638123545,80
"5042447, 5050909",1.03023618874637,81
"5027001, 5033489",1.03011170185585,82
"5030780, 5036163",1.0295268517196,83
"5004331, 5046836",1.02538069849193,84
"5043743, 5045349",1.02300523377522,85
"5003128, 5004619",1.02008478300926,86
"5045110, 5046616",1.01778406677879,87
"5046430, 5049828",1.0173067718552,88
"5042081, 5042097",1.01313738203441,89
"5042270, 5043635",1.0110190846778,90
"5026742, 5055367",1.01063934661033,91
"5027439, 5042177",1.00726817362557,92
"5045288, 5049927",1.00681178671475,93
"5050907, 5054041",1.00509628721676,94
"5038134, 5047055",1.00406284906056,95
"5017255, 5053721",0.997842092919619,96
"5005176, 5055464",0.994115542444437,97
"5011746, 5048486",0.994085661106686,98
"5043417, 5043456",0.989099429580877,99
"5011746, 5050909",0.986732207264287,100
"5047936, 5050239",0.985500153887668,101
"5048206, 5052046",0.979123492167743,102
