"Player","Rating","Rank"
"5034704",1989.63847466997,1
"5044787",1985.70327162824,2
"5041355",1973.58439360275,3
"5039700",1970.94896168885,4
"5050710",1951.02505615388,5
"5012304",1948.76515723675,6
"5031945",1924.22127788023,7
"5043554",1916.12464073974,8
"5041088",1915.74395070917,9
"5049931",1902.7811184291,10
"5003968",1898.13964070382,11
"5004742",1886.14726254033,12
"5050104",1876.36911000177,13
"5020237",1875.61992239104,14
"5019743",1871.79342944818,15
"5012312",1855.01026821876,16
"5034337",1852.99100972473,17
"5036900",1841.21857786002,18
"5051444",1835.86319309453,19
"5050080",1821.88220818135,20
"5041477",1821.61549467391,21
"5043768",1819.59871286606,22
"5016102",1812.77285486685,23
"5036378",1812.73023281437,24
"5051923",1809.65395000205,25
"5025481",1804.04666219114,26
"5036326",1787.96054922482,27
"5054037",1776.29682492622,28
"5004150",1770.18953540077,29
"5047362",1753.8067145255,30
"5046141",1746.91423988273,31
"5042178",1739.25533179251,32
"5042476",1724.68897771962,33
"5007813",1723.21913030417,34
"5041356",1721.62778666057,35
"5021637",1713.31086422986,36
"5020169",1710.61916484459,37
"5024576",1709.30306386173,38
"5049430",1706.09917768508,39
"5007624",1689.12097465632,40
"5047478",1687.99566166318,41
"5050661",1677.4746795666,42
"5004386",1671.83056114591,43
"5030195",1661.95892532981,44
"5045114",1656.8770932992,45
"5045359",1654.38942901671,46
"5055604",1647.49926868041,47
"5052832",1643.06921872476,48
"5045314",1625.30638789395,49
"5044115",1622.47751425149,50
"5014846",1621.53986010624,51
"5015471",1611.02525378533,52
"5015248",1609.10023533688,53
"5005677",1607.91262075572,54
"5014452",1606.99331579174,55
"5021365",1606.51216177454,56
"5041528",1594.92560493733,57
"5054430",1594.23870777132,58
"5051455",1591.96420674984,59
"5050904",1591.92417022047,60
"5050913",1585.3623972185,61
"5021020",1582.34309867258,62
"5026503",1577.97303210313,63
"5040763",1577.35526808028,64
"5037405",1567.71881580222,65
"5037665",1564.68596995284,66
"5024572",1561.4835372286,67
"5039717",1561.08609356827,68
"5050624",1558.92209691861,69
"5020315",1555.34356552498,70
"5040743",1550.27369659436,71
"5048070",1548.42847744794,72
"5043660",1544.63164904841,73
"5038078",1543.76141123766,74
"5033941",1543.60070680125,75
"5010408",1542.85095194141,76
"5043723",1541.2067072021,77
"5029761",1541.20226864686,78
"5041469",1540.60797199819,79
"5016626",1538.94545373155,80
"5004893",1532.82861534384,81
"5037068",1530.4822190427,82
"5051613",1530.08598283414,83
"5041036",1527.96838522492,84
"5023608",1526.50205444001,85
"5045369",1525.12923091064,86
"5041495",1515.55285246144,87
"5053567",1515.47456792751,88
"5045304",1508.65788267493,89
"5008787",1507.6060927612,90
"5053515",1502.44348616812,91
"5028072",1501.37617363481,92
"5046143",1500.9983475918,93
"5009549",1499.01106249082,94
"5034582",1497.05861974771,95
"5036989",1496.77284945968,96
"5049633",1495.93327625563,97
"5022317",1493.13161673357,98
"5039551",1491.71263319928,99
"5048503",1490.68349099199,100
"5009102",1490.0899708547,101
"5047026",1488.36230859593,102
"5055350",1483.88112299068,103
"5047943",1483.32237654041,104
"5008532",1480.12315014039,105
"5008940",1475.5792221987,106
"5033952",1474.7582906092,107
"5021379",1474.36956350926,108
"5017010",1473.16941838311,109
"5046844",1472.39374575387,110
"5040924",1472.23076294155,111
"5024764",1467.33681827463,112
"5026714",1461.55636883621,113
"5051612",1461.0622434448,114
"5015455",1460.8156965912,115
"5047016",1457.55911613291,116
"5001835",1452.69205537986,117
"5029903",1452.14372563486,118
"5054389",1452.1429699445,119
"5044306",1450.22101951826,120
"5027585",1447.71387450284,121
"5041882",1447.35483646114,122
"5050521",1446.39514456809,123
"5055580",1439.84502369205,124
"5050911",1435.4856274727,125
"5045262",1434.79015597399,126
"5050503",1434.58629035386,127
"5002367",1434.35286642434,128
"5046090",1431.44584086356,129
"5050810",1430.8280925351,130
"5042293",1430.40124489283,131
"5043432",1428.49031748942,132
"5023388",1428.00501907992,133
"5046452",1424.04038575114,134
"5042843",1423.05668686442,135
"5046890",1417.56288257061,136
"5028136",1415.42900817315,137
"5039360",1414.58753172121,138
"5051220",1414.29873908804,139
"5034696",1412.76074312454,140
"5000445",1411.39644272694,141
"5010501",1409.87896766591,142
"5050117",1407.32925236579,143
"5000483",1404.53078428007,144
"5044770",1402.63212762887,145
"5012078",1398.04679921662,146
"5020765",1396.963034946,147
"5022422",1395.43252684876,148
"5003962",1389.37443014069,149
"5048626",1386.81250397903,150
"5042522",1386.77249214056,151
"5041490",1384.90019522923,152
"5038542",1382.59130547997,153
"5016247",1381.82843937364,154
"5042978",1380.29722054404,155
"5004241",1377.07642701947,156
"5001620",1376.90278676884,157
"5032982",1376.7314975105,158
"5002888",1376.04230627963,159
"5045382",1375.29850060169,160
"5040032",1370.77060730354,161
"5042087",1369.93415690506,162
"5045334",1364.74064400708,163
"5043835",1364.06956600464,164
"5005209",1362.43852496715,165
"5053665",1359.60572922925,166
"5021523",1358.42155924085,167
"5045265",1356.12691990727,168
"5031439",1346.93538113734,169
"5052604",1346.44272566804,170
"5008099",1343.53096901062,171
"5054421",1342.24268589248,172
"5034503",1333.96177781225,173
"5011426",1332.46337472526,174
"5026033",1330.28807346118,175
"5034940",1329.58132086957,176
"5049817",1325.56676585606,177
"5014187",1325.50678908214,178
"5011154",1323.03053508781,179
"5011938",1316.68046477442,180
"5054246",1315.78044424555,181
"5042438",1313.3089407138,182
"5041653",1308.13954549266,183
"5043352",1300.473121384,184
"5010439",1300.39870908409,185
"5040571",1299.92480067902,186
"5042294",1287.61978309352,187
"5043556",1284.39215206857,188
"5053361",1283.93030342977,189
"5043430",1283.53945560411,190
"5037212",1280.13999446816,191
"5021290",1273.09972498545,192
"5043685",1270.16244597849,193
"5009193",1266.72671813962,194
"5053852",1265.85248483834,195
"5037821",1265.5923404963,196
"5000767",1265.2875069431,197
"5053459",1263.92269748808,198
"5048630",1263.68432044755,199
"5046986",1262.86072605222,200
"5044649",1258.94971319589,201
"5055002",1258.43886900977,202
