"PlayerID","Strength","Rank"
"5045115, 5045116",1.50363771375671,1
"5043417, 5051928",1.48996274615493,2
"5044788, 5055369",1.44491480412941,3
"5015808, 5055740",1.44039764456207,4
"5004093, 5044848",1.43916010422452,5
"5015808, 5047031",1.4284910767709,6
"5017900, 5046836",1.40021996766012,7
"5040752, 5043020",1.39107956781791,8
"5043417, 5051706",1.37728800313778,9
"5013488, 5043417",1.36590446691286,10
"5005599, 5046836",1.35125828216105,11
"5004093, 5044097",1.34771094280712,12
"5006605, 5031499",1.34756970594085,13
"5044097, 5044112",1.34727426550309,14
"5005599, 5013488",1.33723283595816,15
"5016626, 5045359",1.33609464173666,16
"5017347, 5036000",1.31237942571243,17
"5009052, 5038781",1.31113412377325,18
"5044101, 5044112",1.28575649402668,19
"5012905, 5017900",1.27958196391556,20
"5005599, 5051928",1.27738616664613,21
"5040348, 5040752",1.25583812905987,22
"5015732, 5055369",1.25557070458098,23
"5016626, 5054040",1.25063103731478,24
"5008547, 5046836",1.23358505950296,25
"5006258, 5026420",1.22345968104653,26
"5017900, 5033730",1.21929635465866,27
"5004093, 5050019",1.21131537771302,28
"5044101, 5044788",1.20898764810425,29
"5028776, 5031446",1.20860507443368,30
"5041519, 5043635",1.20424025607719,31
"5046051, 5050280",1.20392671144118,32
"5034340, 5049774",1.20306230047828,33
"5044097, 5044101",1.1993896359178,34
"5041012, 5051593",1.19696767448402,35
"5009052, 5040919",1.19599102770179,36
"5026408, 5045359",1.19160253202099,37
"5017463, 5051593",1.18790186525018,38
"5006789, 5033730",1.18696392854489,39
"5026089, 5039519",1.1784565948055,40
"5044112, 5051694",1.17506447933936,41
"5017336, 5020571",1.16494819966964,42
"5045109, 5050019",1.16025724428485,43
"5010627, 5016793",1.15608206059441,44
"5013641, 5014160",1.15222229703725,45
"5023879, 5050327",1.14994175155177,46
"5045349, 5055017",1.14707501604447,47
"5004135, 5004141",1.13986458953037,48
"5037795, 5040919",1.13646462354541,49
"5001745, 5015790",1.13632059199763,50
"5014553, 5015974",1.13571166950515,51
"5004208, 5048832",1.13347027078815,52
"5016793, 5030780",1.13144515789704,53
"5011743, 5017463",1.12552766954243,54
"5033202, 5033730",1.12370089168309,55
"5038781, 5050327",1.12321915743861,56
"5009052, 5012279",1.11923777950826,57
"5015724, 5047892",1.11734426307306,58
"5033202, 5046836",1.11449468834088,59
"5000445, 5041477",1.11125507584784,60
"5015790, 5026089",1.10189999513641,61
"5009463, 5023439",1.09534540110978,62
"5003946, 5044848",1.08387198857709,63
"5040348, 5042177",1.0832991286286,64
"5042042, 5055017",1.07203360496586,65
"5012279, 5050327",1.06963775303662,66
"5041927, 5050909",1.06836442000541,67
"5051595, 5055602",1.0634013150371,68
"5019690, 5030780",1.04309476340474,69
"5040919, 5050327",1.04058979361443,70
"5013951, 5028467",1.03382445819128,71
"5047936, 5055359",1.03305437372979,72
"5004093, 5044101",1.03193392891372,73
"5014160, 5019690",1.02975312867831,74
"5042177, 5043020",1.0277562196419,75
"5002888, 5055093",1.02764271852162,76
"5015974, 5033117",1.02584209869403,77
"5015630, 5025423",1.02516715543785,78
"5046844, 5046994",1.02116649567673,79
