"Player","Rating","Rank"
"5044787",2019.78420098439,1
"5034704",2014.62357375163,2
"5039700",2002.02663553562,3
"5041355",2000.14706245642,4
"5050710",1973.96668383788,5
"5012304",1972.75080676573,6
"5031945",1950.39429668715,7
"5041088",1940.65896184055,8
"5049931",1935.35170127215,9
"5003968",1928.40191489032,10
"5043554",1921.94253282037,11
"5004742",1911.72823051867,12
"5020237",1906.14263784196,13
"5050104",1903.1945591259,14
"5019743",1895.73568447726,15
"5034337",1878.81283591673,16
"5012312",1878.75076656746,17
"5036900",1866.48333540446,18
"5051444",1863.76653248515,19
"5050080",1853.57838364735,20
"5043768",1846.63673237615,21
"5036378",1846.0512227166,22
"5016102",1838.18772097989,23
"5051923",1835.07999510698,24
"5025481",1827.23749604299,25
"5041477",1827.03595167593,26
"5036326",1811.11940605541,27
"5054037",1803.39154330878,28
"5004150",1801.76920805822,29
"5046141",1785.85023788254,30
"5047362",1777.92736875232,31
"5042178",1768.88243571548,32
"5007813",1751.63784599321,33
"5042476",1749.91598324984,34
"5041356",1748.82687391453,35
"5021637",1739.28566048659,36
"5020169",1736.55616631003,37
"5024576",1734.00092372892,38
"5049430",1732.37556500831,39
"5047478",1717.18687087628,40
"5007624",1716.42507102229,41
"5050661",1701.40679873544,42
"5045114",1700.57996107856,43
"5004386",1698.29081409562,44
"5030195",1685.25643391701,45
"5055604",1677.68901254341,46
"5045359",1676.70667439058,47
"5050424",1675.78604260325,48
"5052832",1663.18630637845,49
"5045314",1659.61076154577,50
"5044115",1654.83384215282,51
"5014846",1643.9056533856,52
"5015248",1636.81111570843,53
"5021365",1636.34751227811,54
"5015471",1634.39833439622,55
"5005677",1632.15486140918,56
"5052510",1630.77767786957,57
"5014452",1627.56577442063,58
"5050904",1626.86557137185,59
"5041528",1619.79378636691,60
"5040763",1615.99595853567,61
"5050913",1614.34105309735,62
"5044793",1612.06405782473,63
"5039717",1610.87952979207,64
"5054430",1609.84677949463,65
"5021020",1608.03083493141,66
"5026503",1607.24856083804,67
"5051455",1605.90993991073,68
"5037405",1592.57368148622,69
"5037665",1590.81907906108,70
"5016945",1589.48402217284,71
"5024572",1589.15289104566,72
"5048070",1583.07460947104,73
"5040743",1577.689669511,74
"5055065",1577.68143712446,75
"5020315",1576.90807757326,76
"5016626",1576.04301042124,77
"5050624",1575.77450041087,78
"5043723",1575.32814091775,79
"5033941",1573.32066769033,80
"5029761",1573.29427047017,81
"5041469",1571.61029972592,82
"5046780",1567.94131312529,83
"5045369",1561.66053587541,84
"5004893",1560.66082816191,85
"5010408",1559.58619502087,86
"5043660",1558.55260917308,87
"5051613",1553.1036897452,88
"5038078",1552.37778488754,89
"5041036",1552.01969543263,90
"5037068",1549.20258353471,91
"5023608",1548.19406554693,92
"5041495",1547.33219833884,93
"5028072",1547.1580210944,94
"5008787",1546.64925414936,95
"5048503",1543.06401163103,96
"5038179",1538.44111268423,97
"5045304",1538.03440810728,98
"5046143",1537.9628406854,99
"5047026",1537.08015414589,100
"5009102",1532.8288027291,101
"5053515",1532.01397813632,102
"5053567",1528.93102048705,103
"5009549",1526.27119729836,104
"5034582",1525.81979784146,105
"5039551",1523.03196644789,106
"5044525",1521.19303413046,107
"5036989",1519.83530572202,108
"5055350",1516.88198738013,109
"5026714",1516.07171785342,110
"5049633",1504.32823000849,111
"5047943",1504.06078090885,112
"5024764",1501.79830252708,113
"5022317",1500.83190569977,114
"5008940",1497.48643139787,115
"5021379",1496.64852763479,116
"5029903",1495.06868697728,117
"5033952",1492.09465118497,118
"5046844",1490.59675889702,119
"5047016",1489.91672861162,120
"5015455",1486.6417140757,121
"5040924",1486.07857498517,122
"5051612",1484.64857136466,123
"5045262",1482.8032800685,124
"5044306",1481.08280705357,125
"5041882",1480.37221077707,126
"5008532",1479.61599019008,127
"5001835",1478.56563999527,128
"5050810",1477.88404453704,129
"5017010",1474.18693116073,130
"5042843",1473.23546831138,131
"5054389",1472.23397882942,132
"5055580",1472.03906685207,133
"5027585",1471.58672681315,134
"5050503",1466.5795533442,135
"5046090",1466.51300574953,136
"5023388",1464.5112217045,137
"5046890",1464.01971019499,138
"5055644",1462.65254347299,139
"5000445",1461.48118984869,140
"5050521",1460.10336290762,141
"5046452",1457.76306484581,142
"5002367",1457.71299515508,143
"5047359",1456.30683475594,144
"5000483",1453.19381676703,145
"5050911",1452.71033456246,146
"5042495",1451.98465674747,147
"5042293",1451.96329716428,148
"5043432",1451.55196161338,149
"5010501",1445.94263801459,150
"5051220",1445.35929878829,151
"5046756",1443.82386644268,152
"5049658",1439.02843858794,153
"5038542",1438.51727791173,154
"5028136",1438.08631322973,155
"5005209",1435.82733006768,156
"5039360",1433.56191253349,157
"5042087",1432.51653681792,158
"5050117",1431.40227266474,159
"5050990",1429.84785655398,160
"5029913",1423.67283146264,161
"5023417",1421.49135301383,162
"5044064",1419.91826661256,163
"5001620",1419.22511664342,164
"5041490",1418.32091487684,165
"5008099",1418.07633476412,166
"5012078",1415.56105211798,167
"5047687",1414.98471313479,168
"5032982",1414.71392461184,169
"5022422",1414.53481861044,170
"5025841",1413.65790700609,171
"5040032",1410.34476910073,172
"5042978",1407.26558896927,173
"5048626",1406.34823339191,174
"5020765",1405.91821807191,175
"5034696",1405.51010393163,176
"5026414",1403.66442645256,177
"5044861",1403.52226026502,178
"5003962",1402.38944932521,179
"5012356",1400.57937956762,180
"5004241",1398.56551423479,181
"5045382",1398.31670226718,182
"5049788",1397.403187139,183
"5041936",1396.92977117872,184
"5042522",1396.79298870495,185
"5053665",1395.60133981092,186
